season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,hour,day,month,year
1,0,1,1,8.2,8.335,44,27.9993,2,1,0,1,0
1,0,1,1,6.56,6.82,47,26.0027,1,4,0,1,0
1,0,1,1,6.56,6.82,47,19.0012,3,5,0,1,0
1,0,1,1,5.74,5.305,50,26.0027,30,6,0,1,0
1,0,1,1,5.74,6.82,50,12.998,64,7,0,1,0
1,0,1,1,5.74,6.06,50,19.0012,154,8,0,1,0
1,0,1,1,6.56,6.82,43,26.0027,88,9,0,1,0
1,0,1,1,7.38,8.335,43,16.9979,44,10,0,1,0
1,0,1,1,8.2,9.09,40,22.0028,51,11,0,1,0
1,0,1,1,9.02,10.605,35,19.9995,61,12,0,1,0
1,0,1,1,9.84,10.605,35,19.0012,61,13,0,1,0
1,0,1,1,10.66,12.12,30,19.0012,77,14,0,1,0
1,0,1,1,10.66,12.12,30,16.9979,72,15,0,1,0
1,0,1,1,10.66,12.12,30,16.9979,76,16,0,1,0
1,0,1,1,9.84,11.365,30,15.0013,157,17,0,1,0
1,0,1,1,9.84,12.88,32,7.0015,157,18,0,1,0
1,0,1,1,8.2,12.88,47,0.0,110,19,0,1,0
1,0,1,1,8.2,11.365,47,7.0015,52,20,0,1,0
1,0,1,1,7.38,9.85,64,8.9981,52,21,0,1,0
1,0,1,1,5.74,7.575,69,8.9981,20,22,0,1,0
1,0,1,1,7.38,10.605,55,7.0015,12,23,0,1,0
1,0,1,1,6.56,9.09,55,7.0015,5,0,1,1,0
1,0,1,1,6.56,9.09,59,7.0015,2,1,1,1,0
1,0,1,1,5.74,7.575,63,8.9981,1,2,1,1,0
1,0,1,1,5.74,9.09,63,6.0032,2,4,1,1,0
1,0,1,1,4.92,7.575,68,7.0015,4,5,1,1,0
1,0,1,1,4.92,7.575,74,7.0015,36,6,1,1,0
1,0,1,1,4.92,7.575,74,8.9981,94,7,1,1,0
1,0,1,1,5.74,7.575,69,11.0014,179,8,1,1,0
1,0,1,1,6.56,7.575,64,15.0013,100,9,1,1,0
1,0,1,2,6.56,6.82,69,22.0028,42,10,1,1,0
1,0,1,1,9.02,10.605,51,19.9995,57,11,1,1,0
1,0,1,1,9.02,11.365,51,11.0014,78,12,1,1,0
1,0,1,1,9.84,11.365,56,12.998,97,13,1,1,0
1,0,1,1,10.66,12.88,52,15.0013,63,14,1,1,0
1,0,1,1,11.48,13.635,52,16.9979,65,15,1,1,0
1,0,1,1,12.3,14.395,49,16.9979,83,16,1,1,0
1,0,1,1,11.48,13.635,48,15.0013,212,17,1,1,0
1,0,1,1,10.66,12.88,48,12.998,182,18,1,1,0
1,0,1,1,9.84,12.88,48,7.0015,112,19,1,1,0
1,0,1,1,9.84,12.88,48,7.0015,54,20,1,1,0
1,0,1,1,9.02,13.635,64,0.0,48,21,1,1,0
1,0,1,1,9.02,12.88,64,6.0032,35,22,1,1,0
1,0,1,1,8.2,11.365,69,6.0032,11,23,1,1,0
1,0,1,1,8.2,12.88,64,0.0,6,0,2,1,0
1,0,1,1,6.56,9.85,74,6.0032,6,1,2,1,0
1,0,1,1,6.56,9.85,74,6.0032,2,2,2,1,0
1,0,1,1,9.84,11.365,48,15.0013,2,4,2,1,0
1,0,1,1,9.02,11.365,47,11.0014,3,5,2,1,0
1,0,1,1,8.2,9.85,47,15.0013,33,6,2,1,0
1,0,1,1,7.38,9.09,43,12.998,88,7,2,1,0
1,0,1,1,8.2,9.09,40,19.9995,195,8,2,1,0
1,0,1,1,9.02,9.85,37,22.0028,115,9,2,1,0
1,0,1,1,9.02,9.85,37,22.0028,57,10,2,1,0
1,0,1,1,10.66,11.365,33,22.0028,46,11,2,1,0
1,0,1,1,10.66,11.365,33,22.0028,79,12,2,1,0
1,0,1,1,11.48,12.88,30,19.9995,71,13,2,1,0
1,0,1,1,12.3,14.395,28,12.998,62,14,2,1,0
1,0,1,1,12.3,14.395,28,12.998,62,15,2,1,0
1,0,1,1,12.3,15.91,28,6.0032,89,16,2,1,0
1,0,1,1,9.84,11.365,38,12.998,190,17,2,1,0
1,0,1,1,9.84,12.12,38,8.9981,169,18,2,1,0
1,0,1,1,9.84,12.88,38,7.0015,132,19,2,1,0
1,0,1,1,9.02,11.365,47,11.0014,89,20,2,1,0
1,0,1,1,8.2,9.85,51,12.998,43,21,2,1,0
1,0,1,1,7.38,9.85,55,8.9981,42,22,2,1,0
1,0,1,1,8.2,12.88,47,0.0,19,23,2,1,0
1,0,1,1,7.38,12.12,55,0.0,11,0,3,1,0
1,0,1,1,6.56,11.365,64,0.0,4,1,3,1,0
1,0,1,1,6.56,11.365,64,0.0,2,2,3,1,0
1,0,1,2,6.56,9.85,64,6.0032,1,4,3,1,0
1,0,1,2,5.74,9.09,69,6.0032,4,5,3,1,0
1,0,1,2,5.74,8.335,63,7.0015,36,6,3,1,0
1,0,1,2,6.56,11.365,59,0.0,95,7,3,1,0
1,0,1,1,6.56,11.365,59,0.0,219,8,3,1,0
1,0,1,2,7.38,12.12,51,0.0,122,9,3,1,0
1,0,1,1,8.2,12.88,47,0.0,45,10,3,1,0
1,0,1,1,9.02,12.88,44,6.0032,59,11,3,1,0
1,0,1,1,10.66,14.395,35,0.0,84,12,3,1,0
1,0,1,1,10.66,13.635,35,7.0015,67,13,3,1,0
1,0,1,1,11.48,13.635,36,11.0014,70,14,3,1,0
1,0,1,1,11.48,13.635,36,0.0,62,15,3,1,0
1,0,1,1,10.66,12.88,38,11.0014,86,16,3,1,0
1,0,1,1,9.02,11.365,51,11.0014,172,17,3,1,0
1,0,1,1,9.02,11.365,51,8.9981,163,18,3,1,0
1,0,1,1,9.02,12.88,55,6.0032,112,19,3,1,0
1,0,1,1,8.2,10.605,51,11.0014,69,20,3,1,0
1,0,1,2,9.02,10.605,55,15.0013,48,21,3,1,0
1,0,1,2,9.02,10.605,51,19.0012,52,22,3,1,0
1,0,1,2,8.2,9.85,59,12.998,23,23,3,1,0
1,0,1,2,8.2,9.85,64,12.998,17,0,4,1,0
1,0,1,2,8.2,9.85,69,15.0013,7,1,4,1,0
1,0,1,2,8.2,9.85,69,15.0013,1,2,4,1,0
1,0,1,2,8.2,10.605,69,8.9981,1,4,4,1,0
1,0,1,3,9.02,13.635,55,0.0,5,5,4,1,0
1,0,1,2,8.2,12.88,69,0.0,34,6,4,1,0
1,0,1,1,8.2,10.605,69,8.9981,84,7,4,1,0
1,0,1,1,8.2,9.85,51,16.9979,210,8,4,1,0
1,0,1,1,8.2,9.09,47,19.9995,134,9,4,1,0
1,0,1,1,9.02,9.85,37,22.0028,63,10,4,1,0
1,0,1,2,8.2,9.85,40,15.0013,67,11,4,1,0
1,0,1,2,8.2,9.85,37,16.9979,59,12,4,1,0
1,0,1,2,8.2,9.09,37,19.0012,73,13,4,1,0
1,0,1,2,8.2,9.85,40,16.9979,50,14,4,1,0
1,0,1,2,8.2,10.605,37,11.0014,72,15,4,1,0
1,0,1,2,8.2,10.605,37,11.0014,87,16,4,1,0
1,0,1,2,8.2,12.88,37,0.0,187,17,4,1,0
1,0,1,1,8.2,11.365,40,6.0032,123,18,4,1,0
1,0,1,1,6.56,9.85,55,6.0032,95,19,4,1,0
1,0,1,1,7.38,10.605,47,7.0015,51,20,4,1,0
1,0,1,1,7.38,9.85,47,8.9981,39,21,4,1,0
1,0,1,2,7.38,9.85,43,11.0014,36,22,4,1,0
1,0,1,2,7.38,9.85,51,11.0014,15,23,4,1,0
1,0,0,2,7.38,9.85,51,11.0014,25,0,5,1,0
1,0,0,2,7.38,10.605,55,6.0032,16,1,5,1,0
1,0,0,2,7.38,12.12,55,0.0,16,2,5,1,0
1,0,0,3,7.38,9.85,55,11.0014,7,3,5,1,0
1,0,0,3,7.38,9.85,55,11.0014,1,4,5,1,0
1,0,0,2,6.56,8.335,74,11.0014,5,5,5,1,0
1,0,0,2,6.56,8.335,74,11.0014,2,6,5,1,0
1,0,0,2,6.56,9.09,74,7.0015,9,7,5,1,0
1,0,0,3,6.56,9.09,93,7.0015,15,8,5,1,0
1,0,0,3,6.56,9.09,93,7.0015,20,9,5,1,0
1,0,0,2,7.38,9.85,80,11.0014,61,10,5,1,0
1,0,0,2,8.2,9.09,69,26.0027,62,11,5,1,0
1,0,0,2,8.2,9.09,59,23.9994,98,12,5,1,0
1,0,0,1,8.2,9.09,44,22.0028,102,13,5,1,0
1,0,0,1,8.2,8.335,32,32.9975,95,14,5,1,0
1,0,0,1,8.2,8.335,32,30.0026,74,15,5,1,0
1,0,0,1,7.38,6.82,29,30.0026,76,16,5,1,0
1,0,0,1,6.56,6.06,37,36.9974,69,17,5,1,0
1,0,0,1,5.74,6.06,39,19.9995,55,18,5,1,0
1,0,0,1,5.74,6.06,36,16.9979,30,19,5,1,0
1,0,0,1,4.92,6.06,36,16.9979,28,20,5,1,0
1,0,0,1,4.92,5.305,39,23.9994,37,21,5,1,0
1,0,0,1,4.92,5.305,36,26.0027,34,22,5,1,0
1,0,0,1,4.1,3.03,39,30.0026,22,23,5,1,0
1,0,0,1,4.1,3.79,42,26.0027,25,0,6,1,0
1,0,0,1,4.1,3.03,42,31.0009,12,1,6,1,0
1,0,0,1,4.1,3.03,46,31.0009,11,2,6,1,0
1,0,0,1,4.1,3.79,46,27.9993,4,3,6,1,0
1,0,0,1,3.28,4.545,53,12.998,1,4,6,1,0
1,0,0,1,3.28,4.545,53,12.998,1,5,6,1,0
1,0,0,1,4.1,4.545,49,19.0012,1,6,6,1,0
1,0,0,1,3.28,4.545,53,12.998,6,7,6,1,0
1,0,0,1,4.1,4.545,49,19.0012,10,8,6,1,0
1,0,0,1,4.92,3.79,46,35.0008,19,9,6,1,0
1,0,0,1,5.74,5.305,43,26.0027,49,10,6,1,0
1,0,0,1,6.56,6.06,40,35.0008,49,11,6,1,0
1,0,0,1,7.38,6.82,37,30.0026,83,12,6,1,0
1,0,0,1,8.2,8.335,34,30.0026,75,13,6,1,0
1,0,0,1,9.02,9.09,32,31.0009,72,14,6,1,0
1,0,0,1,9.02,9.85,35,23.9994,82,15,6,1,0
1,0,0,1,8.2,8.335,34,30.0026,92,16,6,1,0
1,0,0,1,7.38,7.575,37,26.0027,62,17,6,1,0
1,0,0,1,6.56,6.82,40,22.0028,48,18,6,1,0
1,0,0,1,6.56,6.82,43,22.0028,41,19,6,1,0
1,0,0,1,5.74,6.06,46,16.9979,38,20,6,1,0
1,0,0,1,5.74,5.305,46,27.9993,20,21,6,1,0
1,0,0,1,5.74,6.06,46,19.9995,15,22,6,1,0
1,0,0,1,4.92,6.82,50,12.998,6,23,6,1,0
1,0,1,1,4.92,6.06,50,19.0012,5,0,0,1,0
1,0,1,1,4.92,6.06,50,19.0012,1,1,0,1,0
1,0,1,1,4.92,6.06,50,15.0013,3,2,0,1,0
1,0,1,1,4.92,6.06,50,15.0013,1,3,0,1,0
1,0,1,1,4.1,6.06,54,8.9981,3,4,0,1,0
1,0,1,1,4.1,5.305,54,16.9979,3,5,0,1,0
1,0,1,1,4.92,6.06,50,19.0012,31,6,0,1,0
1,0,1,1,4.92,6.06,50,15.0013,77,7,0,1,0
1,0,1,2,4.92,6.06,50,19.0012,188,8,0,1,0
1,0,1,2,5.74,6.06,50,16.9979,94,9,0,1,0
1,0,1,2,5.74,6.06,50,19.9995,31,10,0,1,0
1,0,1,2,6.56,6.82,47,19.0012,30,11,0,1,0
1,0,1,2,8.2,9.09,40,19.0012,52,12,0,1,0
1,0,1,2,8.2,9.09,40,19.0012,54,13,0,1,0
1,0,1,2,8.2,9.85,40,15.0013,47,14,0,1,0
1,0,1,2,8.2,9.85,40,15.0013,45,15,0,1,0
1,0,1,1,8.2,10.605,40,8.9981,74,16,0,1,0
1,0,1,1,8.2,11.365,40,7.0015,178,17,0,1,0
1,0,1,1,8.2,9.85,40,15.0013,155,18,0,1,0
1,0,1,1,6.56,8.335,47,11.0014,95,19,0,1,0
1,0,1,1,6.56,8.335,50,11.0014,74,20,0,1,0
1,0,1,1,5.74,6.82,59,12.998,38,21,0,1,0
1,0,1,1,5.74,7.575,59,11.0014,24,22,0,1,0
1,0,1,1,5.74,7.575,59,11.0014,18,23,0,1,0
1,0,1,1,5.74,8.335,59,7.0015,12,0,1,1,0
1,0,1,1,5.74,7.575,59,11.0014,3,1,1,1,0
1,0,1,2,6.56,7.575,55,12.998,3,2,1,1,0
1,0,1,2,6.56,9.09,55,8.9981,6,5,1,1,0
1,0,1,2,6.56,9.09,55,8.9981,27,6,1,1,0
1,0,1,2,6.56,11.365,55,0.0,99,7,1,1,0
1,0,1,2,7.38,10.605,51,6.0032,217,8,1,1,0
1,0,1,2,7.38,9.85,51,11.0014,130,9,1,1,0
1,0,1,2,8.2,10.605,51,11.0014,54,10,1,1,0
1,0,1,2,8.2,10.605,47,8.9981,35,11,1,1,0
1,0,1,2,8.2,11.365,51,7.0015,57,12,1,1,0
1,0,1,2,8.2,11.365,59,6.0032,52,13,1,1,0
1,0,1,2,8.2,11.365,59,6.0032,63,14,1,1,0
1,0,1,2,6.56,9.85,80,6.0032,47,15,1,1,0
1,0,1,2,6.56,7.575,86,15.0013,76,16,1,1,0
1,0,1,2,6.56,7.575,86,15.0013,136,17,1,1,0
1,0,1,3,6.56,9.09,93,7.0015,95,18,1,1,0
1,0,1,3,6.56,11.365,93,0.0,51,19,1,1,0
1,0,1,3,6.56,7.575,93,12.998,32,20,1,1,0
1,0,1,3,6.56,9.85,86,6.0032,20,21,1,1,0
1,0,1,3,6.56,9.09,93,7.0015,29,22,1,1,0
1,0,1,3,6.56,9.85,93,6.0032,19,23,1,1,0
1,0,1,2,6.56,9.85,86,6.0032,7,0,2,1,0
1,0,1,2,6.56,9.09,86,7.0015,6,1,2,1,0
1,0,1,1,5.74,7.575,86,8.9981,1,2,2,1,0
1,0,1,1,5.74,7.575,86,11.0014,5,5,2,1,0
1,0,1,1,4.92,7.575,93,8.9981,16,6,2,1,0
1,0,1,1,5.74,7.575,69,8.9981,54,7,2,1,0
1,0,1,1,6.56,8.335,59,11.0014,128,8,2,1,0
1,0,1,1,6.56,6.82,59,22.0028,81,9,2,1,0
1,0,1,1,7.38,9.09,55,15.0013,39,10,2,1,0
1,0,1,1,8.2,9.09,51,26.0027,35,11,2,1,0
1,0,1,1,8.2,7.575,47,39.0007,55,12,2,1,0
1,0,1,1,9.02,9.85,44,23.9994,49,13,2,1,0
1,0,1,1,8.2,9.09,47,22.0028,44,14,2,1,0
1,0,1,1,8.2,8.335,47,27.9993,49,15,2,1,0
1,0,1,1,9.02,9.85,44,22.0028,68,16,2,1,0
1,0,1,1,8.2,9.09,47,23.9994,139,17,2,1,0
1,0,1,1,8.2,7.575,47,35.0008,137,18,2,1,0
1,0,1,1,7.38,7.575,47,27.9993,83,19,2,1,0
1,0,1,1,6.56,6.82,50,22.0028,56,20,2,1,0
1,0,1,1,6.56,6.82,55,22.0028,57,21,2,1,0
1,0,1,1,6.56,6.06,55,30.0026,33,22,2,1,0
1,0,1,1,5.74,5.305,59,27.9993,20,23,2,1,0
1,0,1,1,5.74,6.06,59,19.0012,7,0,3,1,0
1,0,1,1,5.74,6.06,50,19.0012,2,1,3,1,0
1,0,1,1,5.74,6.06,50,23.9994,2,2,3,1,0
1,0,1,1,5.74,6.06,50,22.0028,3,3,3,1,0
1,0,1,1,5.74,6.06,50,16.9979,4,4,3,1,0
1,0,1,1,5.74,6.06,50,19.9995,3,5,3,1,0
1,0,1,1,4.92,7.575,54,8.9981,28,6,3,1,0
1,0,1,1,4.92,7.575,54,8.9981,72,7,3,1,0
1,0,1,1,5.74,6.82,50,12.998,202,8,3,1,0
1,0,1,1,5.74,6.06,50,22.0028,139,9,3,1,0
1,0,1,2,6.56,6.82,50,23.9994,38,10,3,1,0
1,0,1,2,8.2,8.335,44,30.0026,37,11,3,1,0
1,0,1,1,8.2,8.335,44,27.9993,52,12,3,1,0
1,0,1,1,9.02,9.85,41,30.0026,83,13,3,1,0
1,0,1,1,9.02,9.85,41,26.0027,42,14,3,1,0
1,0,1,1,9.84,10.605,38,19.9995,60,15,3,1,0
1,0,1,1,9.84,10.605,38,23.9994,78,16,3,1,0
1,0,1,1,8.2,9.09,40,19.0012,162,17,3,1,0
1,0,1,1,8.2,9.09,40,22.0028,144,18,3,1,0
1,0,1,1,6.56,7.575,47,16.9979,99,19,3,1,0
1,0,1,1,6.56,7.575,47,15.0013,64,20,3,1,0
1,0,1,1,5.74,6.06,46,19.9995,40,21,3,1,0
1,0,1,1,5.74,6.06,46,22.0028,30,22,3,1,0
1,0,1,1,4.92,6.82,50,12.998,15,23,3,1,0
1,0,1,1,4.92,6.82,50,12.998,14,0,4,1,0
1,0,1,1,4.1,6.06,54,11.0014,5,1,4,1,0
1,0,1,1,4.1,6.06,54,8.9981,1,2,4,1,0
1,0,1,1,4.1,6.82,54,7.0015,1,3,4,1,0
1,0,1,1,4.1,6.82,54,6.0032,8,5,4,1,0
1,0,1,1,4.1,9.09,54,0.0,17,6,4,1,0
1,0,1,1,4.1,6.06,74,11.0014,70,7,4,1,0
1,0,1,1,4.92,8.335,68,0.0,158,8,4,1,0
1,0,1,1,5.74,7.575,69,8.9981,117,9,4,1,0
1,0,1,1,7.38,9.09,55,12.998,44,10,4,1,0
1,0,1,1,7.38,8.335,51,19.0012,53,11,4,1,0
1,0,1,1,8.2,9.85,44,16.9979,61,12,4,1,0
1,0,1,1,9.02,9.85,37,26.0027,77,13,4,1,0
1,0,1,1,9.02,10.605,41,19.0012,64,14,4,1,0
1,0,1,1,9.84,12.12,38,11.0014,68,15,4,1,0
1,0,1,1,9.02,12.12,41,7.0015,90,16,4,1,0
1,0,1,1,9.02,11.365,41,11.0014,159,17,4,1,0
1,0,1,1,8.2,12.88,47,0.0,139,18,4,1,0
1,0,1,1,6.56,9.85,59,6.0032,92,19,4,1,0
1,0,1,1,7.38,12.12,59,0.0,68,20,4,1,0
1,0,1,1,6.56,11.365,69,0.0,52,21,4,1,0
1,0,1,2,6.56,11.365,69,0.0,36,22,4,1,0
1,0,1,2,7.38,12.12,55,0.0,27,23,4,1,0
1,0,0,1,7.38,12.12,55,0.0,28,0,5,1,0
1,0,0,2,6.56,9.85,59,6.0032,20,1,5,1,0
1,0,0,2,6.56,9.85,59,6.0032,12,2,5,1,0
1,0,0,2,6.56,11.365,59,0.0,8,3,5,1,0
1,0,0,2,6.56,11.365,59,0.0,5,4,5,1,0
1,0,0,1,6.56,11.365,59,0.0,1,5,5,1,0
1,0,0,1,5.74,8.335,63,7.0015,3,6,5,1,0
1,0,0,1,5.74,10.605,63,0.0,10,7,5,1,0
1,0,0,1,5.74,7.575,63,8.9981,23,8,5,1,0
1,0,0,1,6.56,9.09,64,8.9981,33,9,5,1,0
1,0,0,1,7.38,9.85,59,11.0014,59,10,5,1,0
1,0,0,1,8.2,9.85,55,15.0013,72,11,5,1,0
1,0,0,1,9.84,11.365,48,15.0013,89,12,5,1,0
1,0,0,1,11.48,12.88,38,19.9995,101,13,5,1,0
1,0,0,1,12.3,14.395,39,19.0012,118,14,5,1,0
1,0,0,2,13.12,15.91,36,12.998,129,15,5,1,0
1,0,0,2,13.94,16.665,34,12.998,128,16,5,1,0
1,0,0,2,13.12,15.15,36,19.0012,83,17,5,1,0
1,0,0,2,12.3,14.395,45,16.9979,84,18,5,1,0
1,0,0,2,13.12,15.15,39,16.9979,74,19,5,1,0
1,0,0,2,13.12,15.15,39,16.9979,41,20,5,1,0
1,0,0,2,13.12,15.15,39,15.0013,57,21,5,1,0
1,0,0,2,12.3,15.91,42,7.0015,26,22,5,1,0
1,0,0,1,12.3,14.395,45,19.0012,44,23,5,1,0
1,0,0,1,10.66,15.15,56,0.0,39,0,6,1,0
1,0,0,1,10.66,13.635,56,8.9981,23,1,6,1,0
1,0,0,1,10.66,14.395,56,6.0032,16,2,6,1,0
1,0,0,1,9.02,13.635,69,0.0,15,3,6,1,0
1,0,0,1,10.66,12.88,56,11.0014,1,4,6,1,0
1,0,0,2,10.66,12.88,56,11.0014,2,5,6,1,0
1,0,0,2,10.66,12.88,56,11.0014,1,6,6,1,0
1,0,0,2,9.84,10.605,56,19.9995,3,7,6,1,0
1,0,0,1,9.02,10.605,55,19.0012,18,8,6,1,0
1,0,0,1,9.02,10.605,51,16.9979,32,9,6,1,0
1,0,0,1,9.02,10.605,51,19.0012,79,10,6,1,0
1,0,0,1,9.84,11.365,44,16.9979,93,11,6,1,0
1,0,0,1,9.84,10.605,41,19.0012,104,12,6,1,0
1,0,0,1,10.66,11.365,35,19.9995,118,13,6,1,0
1,0,0,1,11.48,13.635,36,16.9979,91,14,6,1,0
1,0,0,1,10.66,12.12,38,16.9979,113,15,6,1,0
1,0,0,1,9.84,11.365,38,15.0013,99,16,6,1,0
1,0,0,1,9.02,10.605,37,16.9979,105,17,6,1,0
1,0,0,1,8.2,10.605,40,11.0014,67,18,6,1,0
1,0,0,1,7.38,9.85,47,8.9981,61,19,6,1,0
1,0,0,1,7.38,9.85,47,11.0014,57,20,6,1,0
1,0,0,1,7.38,9.85,51,11.0014,28,21,6,1,0
1,0,0,2,8.2,10.605,49,8.9981,21,22,6,1,0
1,0,0,2,8.2,11.365,40,7.0015,18,23,6,1,0
1,1,0,2,8.2,9.85,47,15.0013,17,0,0,1,0
1,1,0,2,8.2,9.85,44,12.998,16,1,0,1,0
1,1,0,2,7.38,8.335,43,16.9979,8,2,0,1,0
1,1,0,2,7.38,9.09,43,12.998,2,3,0,1,0
1,1,0,2,7.38,9.85,43,8.9981,3,4,0,1,0
1,1,0,2,7.38,9.85,43,11.0014,1,5,0,1,0
1,1,0,2,7.38,9.09,43,12.998,5,6,0,1,0
1,1,0,2,6.56,9.09,50,8.9981,13,7,0,1,0
1,1,0,2,6.56,7.575,47,15.0013,33,8,0,1,0
1,1,0,2,6.56,7.575,47,15.0013,47,9,0,1,0
1,1,0,2,6.56,7.575,50,16.9979,57,10,0,1,0
1,1,0,2,6.56,7.575,55,12.998,64,11,0,1,0
1,1,0,2,7.38,9.85,47,8.9981,80,12,0,1,0
1,1,0,2,7.38,9.85,47,8.9981,93,13,0,1,0
1,1,0,2,7.38,10.605,43,7.0015,86,14,0,1,0
1,1,0,2,8.2,10.605,47,11.0014,93,15,0,1,0
1,1,0,2,8.2,10.605,47,11.0014,82,16,0,1,0
1,1,0,1,8.2,9.85,51,12.998,71,17,0,1,0
1,1,0,2,7.38,8.335,55,16.9979,92,18,0,1,0
1,1,0,3,7.38,9.09,59,12.998,60,19,0,1,0
1,1,0,3,6.56,7.575,80,12.998,33,20,0,1,0
1,1,0,3,6.56,7.575,80,12.998,27,21,0,1,0
1,1,0,3,5.74,6.06,93,16.9979,13,22,0,1,0
1,1,0,3,6.56,6.82,86,19.0012,4,23,0,1,0
1,0,1,2,8.2,9.09,86,22.0028,3,12,1,1,0
1,0,1,2,8.2,9.85,86,15.0013,22,13,1,1,0
1,0,1,2,9.02,11.365,80,11.0014,28,14,1,1,0
1,0,1,2,9.02,11.365,87,11.0014,35,15,1,1,0
1,0,1,2,9.02,11.365,87,12.998,61,16,1,1,0
1,0,1,2,9.02,11.365,82,12.998,125,17,1,1,0
1,0,1,2,9.02,11.365,80,11.0014,133,18,1,1,0
1,0,1,2,9.02,11.365,80,8.9981,99,19,1,1,0
1,0,1,2,9.02,13.635,87,0.0,83,20,1,1,0
1,0,1,2,9.02,12.12,93,7.0015,41,21,1,1,0
1,0,1,2,9.02,12.88,93,6.0032,33,22,1,1,0
1,0,1,2,9.02,13.635,93,0.0,20,23,1,1,0
1,0,1,2,9.02,13.635,93,0.0,3,0,2,1,0
1,0,1,3,9.02,11.365,93,8.9981,7,1,2,1,0
1,0,1,3,9.02,11.365,93,8.9981,3,2,2,1,0
1,0,1,3,9.02,11.365,93,8.9981,2,4,2,1,0
1,0,1,2,9.02,12.88,93,6.0032,7,5,2,1,0
1,0,1,2,9.02,12.88,93,6.0032,32,6,2,1,0
1,0,1,2,9.84,12.88,92,7.0015,90,7,2,1,0
1,0,1,2,9.84,12.88,93,7.0015,197,8,2,1,0
1,0,1,2,9.84,12.88,93,7.0015,109,9,2,1,0
1,0,1,2,10.66,13.635,93,8.9981,47,10,2,1,0
1,0,1,2,11.48,15.15,87,6.0032,52,11,2,1,0
1,0,1,2,12.3,15.91,81,6.0032,70,12,2,1,0
1,0,1,1,16.4,20.455,62,19.0012,78,13,2,1,0
1,0,1,1,16.4,20.455,58,16.9979,75,14,2,1,0
1,0,1,1,16.4,20.455,54,19.0012,82,15,2,1,0
1,0,1,1,15.58,19.695,58,26.0027,104,16,2,1,0
